X,Y,Z,u1,v1,u2,v2
0.00000000000,0.00000000000,0.00000000000,2662.08349600000,1841.13574200000,2830.09887700000,459.27780200000
30.00000000000,0.00000000000,0.00000000000,2714.42504900000,2011.38671900000,2798.92968800000,676.34802200000
60.00000000000,0.00000000000,0.00000000000,2768.26928700000,2197.73193400000,2768.31640600000,886.09655800000
90.00000000000,0.00000000000,0.00000000000,2827.38720700000,2397.25244100000,2739.61132800000,1087.32202100000
120.00000000000,0.00000000000,0.00000000000,2890.37622100000,2613.27978500000,2710.29077100000,1279.75598100000
0.00000000000,30.00000000000,0.00000000000,2484.67700200000,1841.57251000000,2635.70825200000,442.29568500000
30.00000000000,30.00000000000,0.00000000000,2527.31494100000,2017.34619100000,2608.50097700000,663.64679000000
60.00000000000,30.00000000000,0.00000000000,2575.92504900000,2205.09960900000,2580.46191400000,876.66333000000
90.00000000000,30.00000000000,0.00000000000,2627.34936500000,2408.03686500000,2554.87670900000,1080.91247600000
120.00000000000,30.00000000000,0.00000000000,2684.35839800000,2628.74121100000,2528.72070300000,1275.84497100000
0.00000000000,60.00000000000,0.00000000000,2298.45263700000,1847.45703100000,2435.75878900000,425.09506200000
30.00000000000,60.00000000000,0.00000000000,2334.81225600000,2025.16784700000,2411.60742200000,650.12054400000
60.00000000000,60.00000000000,0.00000000000,2376.71264600000,2213.21875000000,2387.34179700000,866.78485100000
90.00000000000,60.00000000000,0.00000000000,2422.16162100000,2420.17089800000,2365.37988300000,1074.02722200000
120.00000000000,60.00000000000,0.00000000000,2469.89453100000,2645.57812500000,2342.70117200000,1271.60376000000
0.00000000000,90.00000000000,0.00000000000,2108.94335900000,1851.26306200000,2229.38476600000,406.54919400000
30.00000000000,90.00000000000,0.00000000000,2140.54711900000,2029.51892100000,2208.72778300000,635.81787100000
60.00000000000,90.00000000000,0.00000000000,2174.12158200000,2222.54614300000,2188.55127000000,855.99121100000
90.00000000000,90.00000000000,0.00000000000,2209.47607400000,2433.12768600000,2170.08178700000,1065.96521000000
120.00000000000,90.00000000000,0.00000000000,2249.80127000000,2663.48803700000,2151.61035200000,1266.89892600000
0.00000000000,120.00000000000,0.00000000000,1915.32116700000,1853.56042500000,2017.36120600000,387.30618300000
30.00000000000,120.00000000000,0.00000000000,1938.34155300000,2036.66235400000,2000.89025900000,620.40167200000
60.00000000000,120.00000000000,0.00000000000,1963.73388700000,2232.11840800000,1985.18823200000,844.31970200000
90.00000000000,120.00000000000,0.00000000000,1992.17480500000,2446.26245100000,1970.55639600000,1057.56408700000
120.00000000000,120.00000000000,0.00000000000,2021.73669400000,2681.39379900000,1956.38061500000,1261.72424300000
0.00000000000,150.00000000000,0.00000000000,1715.38757300000,1860.14587400000,1798.15954600000,366.73861700000
30.00000000000,150.00000000000,0.00000000000,1731.04895000000,2043.98474100000,1786.29895000000,603.65441900000
60.00000000000,150.00000000000,0.00000000000,1748.28271500000,2244.32275400000,1775.47851600000,831.52636700000
90.00000000000,150.00000000000,0.00000000000,1765.82897900000,2463.13452100000,1764.88171400000,1048.40771500000
120.00000000000,150.00000000000,0.00000000000,1786.34765600000,2702.27832000000,1754.63549800000,1256.25573700000
0.00000000000,180.00000000000,0.00000000000,1509.12060500000,1862.86621100000,1571.01513700000,344.93341100000
30.00000000000,180.00000000000,0.00000000000,1516.81652800000,2051.60644500000,1563.81958000000,585.86138900000
60.00000000000,180.00000000000,0.00000000000,1524.15161100000,2255.93627900000,1557.62182600000,817.74017300000
90.00000000000,180.00000000000,0.00000000000,1533.09338400000,2478.46020500000,1551.49963400000,1038.59033200000
120.00000000000,180.00000000000,0.00000000000,1542.02075200000,2722.68725600000,1545.29126000000,1250.18786600000
0.00000000000,210.00000000000,0.00000000000,1294.73913600000,1868.71118200000,1336.82251000000,322.51245100000
30.00000000000,210.00000000000,0.00000000000,1293.48767100000,2061.42822300000,1334.30664100000,567.40173300000
60.00000000000,210.00000000000,0.00000000000,1292.09606900000,2269.07226600000,1332.45031700000,803.37536600000
90.00000000000,210.00000000000,0.00000000000,1289.89794900000,2496.26879900000,1330.86816400000,1028.00463900000
120.00000000000,210.00000000000,0.00000000000,1289.22021500000,2744.11840800000,1328.84472700000,1243.89611800000
